ip;city;region;country;loc;org;timezone;hostname;postal;error
80.94.102.6;Monaco;Municipality of Monaco;MC;43.7372,7.4215;AS6758 Monaco Telecom S.A.;Europe/Monaco;6-102-94-80.static.monaco.mc;98000;
50.73.39.217;Salt Lake City;Utah;US;40.7608,-111.8911;AS7922 Comcast Cable Communications, LLC;America/Denver;50-73-39-217-utah.hfc.comcastbusiness.net;84101;
186.190.20.130;Port-au-Prince;Ouest;HT;18.5435,-72.3388;AS27759 ACCESS HAITI S.A.;America/Port-au-Prince;client130.staticahipht.accesshaiti.net;HT6110;
174.78.65.210;Tulsa;Oklahoma;US;36.1540,-95.9928;AS22773 Cox Communications Inc.;America/Chicago;wsip-174-78-65-210.ok.ok.cox.net;74102;
87.254.230.61;Monaco;Municipality of Monaco;MC;43.7372,7.4215;AS6758 Monaco Telecom S.A.;Europe/Monaco;61-230-254-87.static.monaco.mc;98000;
27.33.248.87;Adelaide;South Australia;AU;-34.9287,138.5986;AS7545 TPG Telecom Limited;Australia/Adelaide;27-33-248-87.tpgi.com.au;5000;
75.176.134.227;Hardeeville;South Carolina;US;32.3301,-80.8435;AS11426 Charter Communications Inc;America/New_York;syn-075-176-134-227.res.spectrum.com;29909;
67.175.226.206;Chicago;Illinois;US;41.8500,-87.6500;AS7922 Comcast Cable Communications, LLC;America/Chicago;c-67-175-226-206.hsd1.il.comcast.net;60666;
177.234.247.21;Guayaquil;Guayas;EC;-2.1962,-79.8862;AS52468 UFINET PANAMA S.A.;America/Guayaquil;21-247-234-177.ufinetlatam.net.ec;090307;
195.78.14.207;Monaco;Municipality of Monaco;MC;43.7372,7.4215;AS6758 Monaco Telecom S.A.;Europe/Monaco;207-14-78-195.static.monaco.mc;98000;
88.209.81.48;Monaco;Municipality of Monaco;MC;43.7372,7.4215;AS6758 Monaco Telecom S.A.;Europe/Monaco;48-81-209-88.static.monaco.mc;98000;
149.200.200.122;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
104.226.41.170;Stamford;Connecticut;US;41.0888,-73.5435;AS5650 Frontier Communications of America, Inc.;America/New_York;;06905;
14.202.172.130;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;14-202-172-130.tpgi.com.au;1001;
20.124.228.150;Gainesville;Virginia;US;38.7957,-77.6139;AS8075 Microsoft Corporation;America/New_York;;20155;
24.172.33.10;Charlotte;North Carolina;US;35.1316,-80.8577;AS11426 Charter Communications Inc;America/New_York;syn-024-172-033-010.biz.spectrum.com;28210;
14.202.153.126;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;14-202-153-126.static.tpgi.com.au;1001;
209.36.42.154;Bakersfield;California;US;35.3733,-119.0187;AS7018 AT&T Services, Inc.;America/Los_Angeles;td1.townsend.townsenddesign.com;93302;
63.208.136.78;Chicago;Illinois;US;41.8500,-87.6500;AS3356 Level 3 Parent, LLC;America/Chicago;lesaffre-ye.ear2.chicago2.level3.net;60666;
203.45.142.79;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;;1001;
92.253.126.1;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
178.20.188.7;Amman;Amman;JO;31.9552,35.9450;AS50670 VTEL HOLDINGS LIMITED/JORDAN CO.;Asia/Amman;webmail.ab-jo.com;;
124.19.114.22;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
46.185.131.82;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
110.145.189.222;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;mbi3926879.lnk.telstra.net;1001;
166.151.31.96;Hartford;Connecticut;US;41.7637,-72.6851;AS6167 Verizon Business;America/New_York;96.sub-166-151-31.myvzw.com;06103;
207.144.221.198;Kiawah Island;South Carolina;US;32.6082,-80.0848;AS2711 Spirit Communications;America/New_York;;29439;
173.241.165.21;Sandy;Oregon;US;45.3973,-122.2615;AS32365 City of Sandy;America/Los_Angeles;;97055;
110.145.230.34;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3962774.lnk.telstra.net;1001;
14.201.4.206;Melbourne;Victoria;AU;-37.8140,144.9633;AS7545 TPG Telecom Limited;Australia/Melbourne;14-201-4-206.static.tpgi.com.au;3000;
58.96.49.224;Brisbane;Queensland;AU;-27.4679,153.0281;AS10143 Exetel Pty Ltd;Australia/Brisbane;224.49.96.58.static.exetel.com.au;4000;
12.199.107.4;Miami Beach;Florida;US;25.7906,-80.1300;AS7018 AT&T Services, Inc.;America/New_York;;33119;
149.200.205.210;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
124.254.67.190;Sydney;New South Wales;AU;-33.8678,151.2073;AS4826 Vocus Connect International Backbone;Australia/Sydney;ip-190.67.254.124.static.vocus.net.au;1001;
37.202.86.194;Aqaba;Aqaba;JO;29.5267,35.0078;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
92.253.124.50;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
82.212.107.9;Amman;Amman;JO;31.9552,35.9450;AS47887 AL-HADATHEH LIL-ITISALAT WA AL-TECHNOLOGIA CO.;Asia/Amman;;;
69.79.227.5;San Juan;San Juan;PR;18.4663,-66.1057;AS23520 Columbus Networks USA, Inc.;America/Puerto_Rico;;00901;
103.94.62.65;Göteborg;Västra Götaland;SE;57.7072,11.9668;;Europe/Stockholm;;411 14;
166.150.184.170;Richmond;Virginia;US;37.5538,-77.4603;AS6167 Verizon Business;America/New_York;170.sub-166-150-184.myvzw.com;23173;
110.142.170.169;Brisbane;Queensland;AU;-27.4679,153.0281;AS1221 Telstra Limited;Australia/Brisbane;;4000;
94.249.112.66;Zarqa;Zarqa;JO;32.0727,36.0880;AS8376 Jordan Data Communications Company LLC;Asia/Amman;mail.immotorsjo.com;;
174.99.174.190;Chapel Hill;North Carolina;US;35.9132,-79.0558;AS11426 Charter Communications Inc;America/New_York;syn-174-099-174-190.biz.spectrum.com;27515;
98.110.62.42;Williamstown;New Jersey;US;39.6862,-74.9952;AS701 Verizon Business;America/New_York;static-98-110-62-42.cmdnnj.fios.verizon.net;08094;
149.200.253.112;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
82.212.116.10;Amman;Amman;JO;31.9552,35.9450;AS47887 AL-HADATHEH LIL-ITISALAT WA AL-TECHNOLOGIA CO.;Asia/Amman;;;
111.220.85.150;Sydney;New South Wales;AU;-33.8678,151.2073;AS9443 Vocus Retail;Australia/Sydney;150.85.220.111.sta.wbroadband.net.au;1001;
210.79.31.114;Sydney;New South Wales;AU;-33.8678,151.2073;AS45411 APCS Australia;Australia/Sydney;210-79-31-114.nexusglobalcom.com;1001;
185.51.212.67;Amman;Amman;JO;31.9552,35.9450;AS50670 VTEL HOLDINGS LIMITED/JORDAN CO.;Asia/Amman;;;
20.92.242.212;Sydney;New South Wales;AU;-33.8678,151.2073;AS8075 Microsoft Corporation;Australia/Sydney;;1001;
115.70.180.10;Perth;Western Australia;AU;-31.9522,115.8614;AS10143 Exetel Pty Ltd;Australia/Perth;10.180.70.115.static.exetel.com.au;6000;
12.86.217.234;Columbus;Ohio;US;39.9612,-82.9988;AS7018 AT&T Services, Inc.;America/New_York;;43215;
12.32.73.30;Palo Alto;California;US;37.4419,-122.1430;AS7018 AT&T Services, Inc.;America/Los_Angeles;;94301;
178.20.191.82;Amman;Amman;JO;31.9552,35.9450;AS50670 VTEL HOLDINGS LIMITED/JORDAN CO.;Asia/Amman;;;
69.7.237.85;Norristown;Pennsylvania;US;40.1496,-75.3796;AS17378 TierPoint, LLC;America/New_York;;19403;
125.63.175.74;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
65.60.124.66;Commerce;California;US;34.0006,-118.1598;AS14265 TPx Communications;America/Los_Angeles;65-60-124.66.static-ip.telepacific.net;90040;
46.32.97.234;Zarqa;Zarqa;JO;32.0727,36.0880;AS48832 Jordanian mobile phone services Ltd;Asia/Amman;ip46-32-97-234.zaindata.jo;;
80.10.14.131;Paris;Île-de-France;FR;48.8648,2.3335;;Europe/Paris;;75008;
178.20.184.91;Amman;Amman;JO;31.9552,35.9450;AS50670 VTEL HOLDINGS LIMITED/JORDAN CO.;Asia/Amman;;;
96.64.20.205;Three Rivers;Michigan;US;41.9439,-85.6325;AS7922 Comcast Cable Communications, LLC;America/Detroit;;49093;
119.17.54.173;Brisbane;Queensland;AU;-27.4679,153.0281;AS45780 Broadband Solutions Pty Ltd;Australia/Brisbane;173-54-17-119.static.broadbandsolutions.com.au;4000;
149.200.219.123;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
104.36.166.60;Miami;Florida;US;25.7743,-80.1937;AS27640 GIGAS HOSTING USA, LLC;America/New_York;;33101;
12.34.184.162;Los Angeles;California;US;34.0522,-118.2437;AS7018 AT&T Services, Inc.;America/Los_Angeles;;90009;
176.29.154.179;Zarqa;Zarqa;JO;32.0727,36.0880;AS48832 Jordanian mobile phone services Ltd;Asia/Amman;;;
139.60.29.186;Medford;Oregon;US;42.3265,-122.8756;AS36012 HUNTER COMMUNICATIONS;America/Los_Angeles;;97504;
124.254.70.210;Sydney;New South Wales;AU;-33.8678,151.2073;AS4826 Vocus Connect International Backbone;Australia/Sydney;ip-210.70.254.124.static.vocus.net.au;1001;
203.63.106.78;Gold Coast;Queensland;AU;-28.0003,153.4309;AS2764 AAPT Limited;Australia/Brisbane;203-63-106-78.cust.static-ipl.aapt.com.au;4217;
149.200.205.206;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
203.153.205.194;Melbourne;Victoria;AU;-37.8140,144.9633;AS9336 Spirit Telecom (Australia) Pty Ltd;Australia/Melbourne;;3000;
174.78.187.147;Tulsa;Oklahoma;US;36.1540,-95.9928;AS22773 Cox Communications Inc.;America/Chicago;remote.matlocksecurity.com;74102;
188.247.88.18;Zarqa;Zarqa;JO;32.0727,36.0880;AS48832 Jordanian mobile phone services Ltd;Asia/Amman;ip188-247-88-18.zaindata.jo;;
92.253.126.0;Irbid;Irbid;JO;32.5556,35.8500;AS8376 Jordan Data Communications Company LLC;Asia/Amman;;;
203.149.71.151;Sydney;New South Wales;AU;-33.8678,151.2073;AS17766 Nexon Asia Pacific Pty Ltd;Australia/Sydney;203-149-71-151.nexon.com.au;1001;
110.145.255.86;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3957471.lnk.telstra.net;1001;
218.185.237.107;Sydney;New South Wales;AU;-33.8678,151.2073;AS9336 Spirit Telecom (Australia) Pty Ltd;Australia/Sydney;;1001;
204.232.92.58;Troy;Michigan;US;42.6056,-83.1499;AS12129 123.Net, Inc.;America/Detroit;unknown.static.123.net;48085;
144.129.48.30;Bakersfield;California;US;35.3733,-119.0187;AS33363 Charter Communications, Inc;America/Los_Angeles;syn-144-129-048-030.biz.spectrum.com;93302;
80.77.159.154;Skopje;Grad Skopje;MK;41.9965,21.4314;AS34772 NEOTEL DOO export-import Skopje;Europe/Skopje;;1000;
50.213.136.93;Salt Lake City;Utah;US;40.7608,-111.8911;AS7922 Comcast Cable Communications, LLC;America/Denver;;84101;
27.114.148.3;Hithadhoo;Seenu;MV;-0.6000,73.0833;AS7642 DHIVEHI RAAJJEYGE GULHUN PLC;Indian/Maldives;;;
97.76.246.140;Lakeland;Florida;US;28.0395,-81.9498;AS33363 Charter Communications, Inc;America/New_York;syn-097-076-246-140.biz.spectrum.com;33804;
69.75.48.180;Los Angeles;California;US;34.0522,-118.2437;AS20001 Charter Communications Inc;America/Los_Angeles;syn-069-075-048-180.biz.spectrum.com;90009;
75.99.104.118;Ridgewood;New Jersey;US;40.9793,-74.1165;AS6128 Cablevision Systems Corp.;America/New_York;ool-4b636876.static.optonline.net;07450;
77.28.23.244;Skopje;Grad Skopje;MK;41.9965,21.4314;AS6821 Makedonski Telekom AD-Skopje;Europe/Skopje;;1000;
124.195.193.107;Male;Kaafu Atoll;MV;4.1752,73.5092;AS7642 DHIVEHI RAAJJEYGE GULHUN PLC;Indian/Maldives;dyn-124-195-193-107.dsl.dhivehinet.net.mv;;
202.153.83.129;Male;Kaafu Atoll;MV;4.1752,73.5092;AS55944 Ooredoo Maldives Plc;Indian/Maldives;;;
216.183.210.146;Male;Kaafu Atoll;MV;4.1752,73.5092;AS55944 Ooredoo Maldives Plc;Indian/Maldives;;;
64.222.98.114;Maidstone;Vermont;US;44.6487,-71.5720;AS13977 Consolidated Communications, Inc.;America/New_York;static-64-222-98-114.burl.east.myfairpoint.net;05905;
58.166.211.66;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;cpe-58-166-211-66.nb06.nsw.asp.telstra.net;1001;
134.6.66.158;Arlington;Texas;US;32.7357,-97.1081;AS16504 Granite Telecommunications LLC;America/Chicago;;76004;
200.7.98.2;Tocancipá;Cundinamarca;CO;4.9653,-73.9130;AS33182 HostDime.com, Inc.;America/Bogota;200-7-98-2.static.hostdime.com;251010;
138.44.68.246;Ballarat;Victoria;AU;-37.5662,143.8496;AS7575 Australian Academic and Research Network (AARNet);Australia/Melbourne;aarnet.bgs.vic.edu.au;3350;
99.57.179.4;Irvine;California;US;33.6829,-117.8298;AS7018 AT&T Services, Inc.;America/Los_Angeles;99-57-179-4.lightspeed.wlfrct.sbcglobal.net;92614;
76.115.151.240;Eugene;Oregon;US;44.0521,-123.0867;AS7922 Comcast Cable Communications, LLC;America/Los_Angeles;c-76-115-151-240.hsd1.or.comcast.net;97440;
203.100.8.10;Brisbane;Queensland;AU;-27.4679,153.0281;AS24436 University of Queensland;Australia/Brisbane;;4000;
220.244.242.246;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;220-244-242-246.tpgi.com.au;1001;
203.104.27.154;Male;Kaafu Atoll;MV;4.1752,73.5092;AS7642 DHIVEHI RAAJJEYGE GULHUN PLC;Indian/Maldives;;;
203.104.30.67;Guraidhoo;Kaafu Atoll;MV;3.9005,73.4662;AS7642 DHIVEHI RAAJJEYGE GULHUN PLC;Indian/Maldives;;;
110.142.125.5;Perth;Western Australia;AU;-31.9522,115.8614;AS1221 Telstra Limited;Australia/Perth;cpe-110-142-125-5.static.wa.asp.telstra.net;6000;
110.175.214.94;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;110-175-214-94.static.tpgi.com.au;1001;
216.183.210.58;Male;Kaafu Atoll;MV;4.1752,73.5092;AS55944 Ooredoo Maldives Plc;Indian/Maldives;;;
121.200.22.120;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;121-200-22-120.79c816.mel.nbn.aussiebb.net;3000;
102.165.132.24;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
50.239.138.124;Charleston;South Carolina;US;32.7763,-79.9327;AS7922 Comcast Cable Communications, LLC;America/New_York;;29401;
203.149.71.100;Brisbane;Queensland;AU;-27.4679,153.0281;AS17766 Nexon Asia Pacific Pty Ltd;Australia/Brisbane;203-149-71-100.nexon.com.au;4000;
125.63.133.254;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
96.68.194.149;Fort Wayne;Indiana;US;41.1306,-85.1289;AS7922 Comcast Cable Communications, LLC;America/Indiana/Indianapolis;;46825;
216.183.209.178;Male;Kaafu Atoll;MV;4.1752,73.5092;AS55944 Ooredoo Maldives Plc;Indian/Maldives;;;
220.240.123.166;Brisbane;Queensland;AU;-27.4679,153.0281;AS7545 TPG Telecom Limited;Australia/Brisbane;220-240-123-166.static.tpgi.com.au;4000;
173.14.225.133;Salt Lake City;Utah;US;40.7608,-111.8911;AS7922 Comcast Cable Communications, LLC;America/Denver;173-14-225-133-utah.hfc.comcastbusiness.net;84101;
102.165.132.62;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
102.165.130.118;Francistown;City of Francistown;BW;-21.1700,27.5078;AS37395 Abari Communications;Africa/Gaborone;;;
103.99.243.207;Brisbane;Queensland;AU;-27.4679,153.0281;AS132847 Network Solutions Group Pty Ltd;Australia/Brisbane;;4000;
65.31.246.135;Lexington;Kentucky;US;38.0102,-84.4274;AS10796 Charter Communications Inc;America/New_York;syn-065-031-246-135.res.spectrum.com;40509;
102.165.133.22;Johannesburg;Gauteng;ZA;-26.2023,28.0436;AS37395 Abari Communications;Africa/Johannesburg;;2041;
102.165.132.84;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
71.41.219.170;Orlando;Florida;US;28.5383,-81.3792;AS33363 Charter Communications, Inc;America/New_York;syn-071-041-219-170.biz.spectrum.com;32801;
70.186.60.158;Macon;Georgia;US;32.8407,-83.6324;AS22773 Cox Communications Inc.;America/New_York;wsip-70-186-60-158.mc.at.cox.net;31202;
83.143.27.49;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
203.153.194.86;Melbourne;Victoria;AU;-37.8140,144.9633;AS9336 Spirit Telecom (Australia) Pty Ltd;Australia/Melbourne;;3000;
159.196.77.217;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;159-196-77-217.9fc44d.mel.static.aussiebb.net;3000;
111.220.133.180;Sydney;New South Wales;AU;-33.8678,151.2073;AS9443 Vocus Retail;Australia/Sydney;180.133.220.111.sta.wbroadband.net.au;1001;
58.163.154.200;Adelaide;South Australia;AU;-34.9287,138.5986;AS1221 Telstra Limited;Australia/Adelaide;remote.rhemac.com.au;5000;
14.200.216.254;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;14-200-216-254.static.tpgi.com.au;1001;
208.125.90.86;Kennebunk;Maine;US;43.3840,-70.5448;AS11351 Charter Communications Inc;America/New_York;syn-208-125-090-086.biz.spectrum.com;04043;
47.180.121.185;Oxnard;California;US;34.1975,-119.1770;AS5650 Frontier Communications of America, Inc.;America/Los_Angeles;static-47-180-121-185.lsan.ca.frontiernet.net;93032;
123.243.56.150;Sydney;New South Wales;AU;-33.8678,151.2073;AS7545 TPG Telecom Limited;Australia/Sydney;123-243-56-150.static.tpgi.com.au;1001;
58.171.183.21;Melbourne;Victoria;AU;-37.8140,144.9633;AS1221 Telstra Limited;Australia/Melbourne;lan2979187.lnk.telstra.net;3000;
160.242.88.216;Gaborone;Gaborone;BW;-24.6545,25.9086;AS33763 Paratus Telecommunications Limited;Africa/Gaborone;;;
66.243.224.27;Tahlequah;Oklahoma;US;35.9154,-94.9700;AS174 Cogent Communications;America/Chicago;;74464;
156.38.25.42;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
14.200.156.42;Melbourne;Victoria;AU;-37.8140,144.9633;AS7545 TPG Telecom Limited;Australia/Melbourne;14-200-156-42.tpgi.com.au;3000;
156.38.24.18;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
102.165.132.90;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
115.70.24.65;Adelaide;South Australia;AU;-34.9287,138.5986;AS10143 Exetel Pty Ltd;Australia/Adelaide;65.24.70.115.static.exetel.com.au;5000;
4.71.17.158;Atlanta;Georgia;US;33.7490,-84.3880;AS3356 Level 3 Parent, LLC;America/New_York;lesaffre-ye.edge4.atlanta2.level3.net;30302;
102.165.132.224;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
210.193.190.66;Melbourne;Victoria;AU;-37.8140,144.9633;AS17477 Macquarie Technology Operations Pty Limited;Australia/Melbourne;;3000;
197.234.208.29;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37537 Altron Botswana Proprietary Limited;Africa/Gaborone;;;
58.96.23.218;Melbourne;Victoria;AU;-37.8140,144.9633;AS10143 Exetel Pty Ltd;Australia/Melbourne;218.23.96.58.static.exetel.com.au;3000;
123.176.22.226;Male;Kaafu Atoll;MV;4.1752,73.5092;AS7642 DHIVEHI RAAJJEYGE GULHUN PLC;Indian/Maldives;;;
108.211.240.17;Houston;Texas;US;29.7348,-95.5220;AS7018 AT&T Services, Inc.;America/Chicago;108-211-240-17.uvs.hstntx.sbcglobal.net;77063;
102.165.132.189;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
49.255.70.78;Sydney;New South Wales;AU;-33.8678,151.2073;AS4826 Vocus Connect International Backbone;Australia/Sydney;static-78.72.255.49.in-addr.vocus.net.au;1001;
12.174.229.154;Miami;Florida;US;25.7743,-80.1937;AS7018 AT&T Services, Inc.;America/New_York;vilottery.vi;33101;
216.82.197.170;Austin;Texas;US;30.2672,-97.7431;AS7459 Grande Communications Networks, LLC;America/Chicago;216-82-197-170.static.grandenetworks.net;78701;
103.252.59.173;Sydney;New South Wales;AU;-33.8678,151.2073;AS133130 Tello Services Pty Ltd;Australia/Sydney;173.59.252.103.tello.com.au;1001;
102.165.132.91;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
98.100.162.230;Brookfield;Wisconsin;US;43.0668,-88.1469;AS10796 Charter Communications Inc;America/Chicago;syn-098-100-162-230.biz.spectrum.com;53045;
102.165.133.36;Johannesburg;Gauteng;ZA;-26.2023,28.0436;AS37395 Abari Communications;Africa/Johannesburg;;2041;
156.38.27.126;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
125.63.175.126;Perth;Western Australia;AU;-31.9522,115.8614;AS7474 SingTel Optus Pty Ltd;Australia/Perth;;6000;
96.11.255.242;Columbus;Ohio;US;39.9612,-82.9988;AS10796 Charter Communications Inc;America/New_York;syn-096-011-255-242.biz.spectrum.com;43215;
102.165.132.46;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37395 Abari Communications;Africa/Gaborone;;;
172.99.62.114;Pinellas Park;Florida;US;27.8428,-82.6995;AS5650 Frontier Communications of America, Inc.;America/New_York;;33781;
121.200.30.13;Melbourne;Victoria;AU;-37.8140,144.9633;AS4764 Aussie Broadband;Australia/Melbourne;121-200-30-13.79c81e.mel.nbn.aussiebb.net;3000;
156.38.20.162;Gaborone;Gaborone;BW;-24.6545,25.9086;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
104.2.5.13;Brentwood;Tennessee;US;36.0063,-86.7909;AS7018 AT&T Services, Inc.;America/Chicago;104-2-5-13.lightspeed.nsvltn.sbcglobal.net;37027;
156.38.27.202;Serowe;Central;BW;-22.3875,26.7108;AS37678 BOTSWANA FIBRE NETWORKS (Proprietary) Limited;Africa/Gaborone;;;
165.228.109.14;Sydney;New South Wales;AU;-33.8678,151.2073;AS1221 Telstra Limited;Australia/Sydney;nex3919665.lnk.telstra.net;1001;
